,meta,position,year_span,start_year,end_year,full_slug,iter
792,John Rauch (QB-DB) 1949-1951,QB-DB,1949-1951,1949,1951,https://www.pro-football-reference.com/players/R/RaucJo20.htm,R
793,John Reaves (QB) 1972-1987,QB,1972-1987,1972,1987,https://www.pro-football-reference.com/players/R/ReavJo00.htm,R
794,Chris Redman (QB) 2000-2011,QB,2000-2011,2000,2011,https://www.pro-football-reference.com/players/R/RedmCh00.htm,R
795,Joe Reed (QB) 1972-1979,QB,1972-1979,1972,1979,https://www.pro-football-reference.com/players/R/ReedJo00.htm,R
796,Mark Reed (QB) 1983-1983,QB,1983-1983,1983,1983,https://www.pro-football-reference.com/players/R/ReedMa20.htm,R
797,Ken Reese (HB-QB) 1947-1947,HB-QB,1947-1947,1947,1947,https://www.pro-football-reference.com/players/R/ReesKe20.htm,R
798,Frank Reich (QB) 1985-1998,QB,1985-1998,1985,1998,https://www.pro-football-reference.com/players/R/ReicFr00.htm,R
799,Jerry Reichow (E-QB) 1956-1964,E-QB,1956-1964,1956,1964,https://www.pro-football-reference.com/players/R/ReicJe00.htm,R
800,Albie Reisz (TB-HB-QB) 1944-1947,TB-HB-QB,1944-1947,1944,1947,https://www.pro-football-reference.com/players/R/ReisAl20.htm,R
801,Sean Renfree (QB) 2015-2015,QB,2015-2015,2015,2015,https://www.pro-football-reference.com/players/R/RenfSe00.htm,R
802,M.C. Reynolds (QB) 1958-1962,QB,1958-1962,1958,1962,https://www.pro-football-reference.com/players/R/ReynM.00.htm,R
803,Jerry Rhome (QB) 1965-1971,QB,1965-1971,1965,1971,https://www.pro-football-reference.com/players/R/RhomJe00.htm,R
804,Anthony Richardson (QB) 2023-2023,QB,2023-2023,2023,2023,https://www.pro-football-reference.com/players/R/RichAn03.htm,R
805,Bucky Richardson (QB) 1992-1994,QB,1992-1994,1992,1994,https://www.pro-football-reference.com/players/R/RichBu00.htm,R
806,Wally Richardson (QB) 1998-1998,QB,1998-1998,1998,1998,https://www.pro-football-reference.com/players/R/RichWa00.htm,R
807,Paul Rickards (QB) 1948-1948,QB,1948-1948,1948,1948,https://www.pro-football-reference.com/players/R/RickPa20.htm,R
808,Desmond Ridder (QB) 2022-2023,QB,2022-2023,2022,2023,https://www.pro-football-reference.com/players/R/RiddDe00.htm,R
809,Tim Riordan (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/R/RiorTi20.htm,R
810,Alan Risher (QB) 1985-1987,QB,1985-1987,1985,1987,https://www.pro-football-reference.com/players/R/RishAl20.htm,R
811,James Ritchey (QB) 1997-1997,QB,1997-1997,1997,1997,https://www.pro-football-reference.com/players/R/RitcJa20.htm,R
812,Philip Rivers (QB) 2004-2020,QB,2004-2020,2004,2020,https://www.pro-football-reference.com/players/R/RivePh00.htm,R
813,John Roach (QB-DB) 1956-1964,QB-DB,1956-1964,1956,1964,https://www.pro-football-reference.com/players/R/RoacJo00.htm,R
814,Archie Roberts (QB) 1967-1967,QB,1967-1967,1967,1967,https://www.pro-football-reference.com/players/R/RobeAr00.htm,R
815,Matt Robinson (QB) 1977-1982,QB,1977-1982,1977,1982,https://www.pro-football-reference.com/players/R/RobiMa01.htm,R
816,Tony Robinson (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/R/RobiTo20.htm,R
817,Aaron Rodgers (QB) 2005-2023,QB,2005-2023,2005,2023,https://www.pro-football-reference.com/players/R/RodgAa00.htm,R
818,Ben Roethlisberger (QB) 2004-2021,QB,2004-2021,2004,2021,https://www.pro-football-reference.com/players/R/RoetBe00.htm,R
819,Steve Romanik (QB) 1950-1954,QB,1950-1954,1950,1954,https://www.pro-football-reference.com/players/R/RomaSt00.htm,R
820,Tony Romo (QB) 2004-2016,QB,2004-2016,2004,2016,https://www.pro-football-reference.com/players/R/RomoTo00.htm,R
821,Jim Root (QB) 1953-1956,QB,1953-1956,1953,1956,https://www.pro-football-reference.com/players/R/RootJi20.htm,R
822,Josh Rosen (QB) 2018-2021,QB,2018-2021,2018,2021,https://www.pro-football-reference.com/players/R/RoseJo01.htm,R
823,Timm Rosenbach (QB) 1989-1992,QB,1989-1992,1989,1992,https://www.pro-football-reference.com/players/R/RoseTi00.htm,R
824,Sage Rosenfels (QB) 2002-2010,QB,2002-2010,2002,2010,https://www.pro-football-reference.com/players/R/RoseSa00.htm,R
825,Tobin Rote (QB) 1950-1966,QB,1950-1966,1950,1966,https://www.pro-football-reference.com/players/R/RoteTo00.htm,R
826,Ed Rubbert (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/R/RubbEd20.htm,R
827,T.J. Rubley (QB) 1993-1995,QB,1993-1995,1993,1995,https://www.pro-football-reference.com/players/R/RublTJ00.htm,R
828,Jake Rudock (QB) 2017-2017,QB,2017-2017,2017,2017,https://www.pro-football-reference.com/players/R/RudoJa00.htm,R
829,Mason Rudolph (QB) 2019-2021,QB,2019-2021,2019,2021,https://www.pro-football-reference.com/players/R/RudoMa00.htm,R
830,Cooper Rush (QB) 2017-2023,QB,2017-2023,2017,2023,https://www.pro-football-reference.com/players/R/RushCo00.htm,R
831,Benny Russell (QB) 1968-1968,QB,1968-1968,1968,1968,https://www.pro-football-reference.com/players/R/RussBe00.htm,R
832,JaMarcus Russell (QB) 2007-2009,QB,2007-2009,2007,2009,https://www.pro-football-reference.com/players/R/RussJa00.htm,R
833,Ed Rutkowski (QB-HB-SE-WR) 1963-1968,QB-HB-SE-WR,1963-1968,1963,1968,https://www.pro-football-reference.com/players/R/RutkEd00.htm,R
834,Jeff Rutledge (QB) 1979-1992,QB,1979-1992,1979,1992,https://www.pro-football-reference.com/players/R/RutlJe00.htm,R
835,Frank Ryan (QB) 1958-1970,QB,1958-1970,1958,1970,https://www.pro-football-reference.com/players/R/RyanFr00.htm,R
836,Matt Ryan (QB) 2008-2022,QB,2008-2022,2008,2022,https://www.pro-football-reference.com/players/R/RyanMa00.htm,R
837,Pat Ryan (QB) 1978-1991,QB,1978-1991,1978,1991,https://www.pro-football-reference.com/players/R/RyanPa00.htm,R
838,Brett Rypien (QB) 2020-2022,QB,2020-2022,2020,2022,https://www.pro-football-reference.com/players/R/RypiBr00.htm,R
839,Mark Rypien (QB) 1988-2001,QB,1988-2001,1988,2001,https://www.pro-football-reference.com/players/R/RypiMa00.htm,R
840,Tony Sacca (QB) 1992-1992,QB,1992-1992,1992,1992,https://www.pro-football-reference.com/players/S/SaccTo00.htm,S
841,Nick Sacrinty (QB) 1947-1947,QB,1947-1947,1947,1947,https://www.pro-football-reference.com/players/S/SacrNi20.htm,S
842,Ed Salem (DB-QB) 1951-1951,DB-QB,1951-1951,1951,1951,https://www.pro-football-reference.com/players/S/SaleEd20.htm,S
843,Sean Salisbury (QB) 1987-1996,QB,1987-1996,1987,1996,https://www.pro-football-reference.com/players/S/SaliSe00.htm,S
844,Mark Sanchez (QB) 2009-2018,QB,2009-2018,2009,2018,https://www.pro-football-reference.com/players/S/SancMa00.htm,S
845,Frank Santora (QB) 1944-1944,QB,1944-1944,1944,1944,https://www.pro-football-reference.com/players/S/SantFr20.htm,S
846,Charley Sarratt (QB) 1948-1948,QB,1948-1948,1948,1948,https://www.pro-football-reference.com/players/S/SarrCh20.htm,S
847,Cory Sauter (QB) 2002-2002,QB,2002-2002,2002,2002,https://www.pro-football-reference.com/players/S/SautCo00.htm,S
848,Tom Savage (QB) 2014-2017,QB,2014-2017,2014,2017,https://www.pro-football-reference.com/players/S/SavaTo00.htm,S
849,Jack Scarbath (QB) 1953-1956,QB,1953-1956,1953,1956,https://www.pro-football-reference.com/players/S/ScarJa20.htm,S
850,Matt Schaub (QB) 2004-2020,QB,2004-2020,2004,2020,https://www.pro-football-reference.com/players/S/SchaMa00.htm,S
851,Henry Schichtle (QB) 1964-1964,QB,1964-1964,1964,1964,https://www.pro-football-reference.com/players/S/SchiHe20.htm,S
852,Art Schlichter (QB) 1982-1985,QB,1982-1985,1982,1985,https://www.pro-football-reference.com/players/S/SchlAr00.htm,S
853,Herm Schneidman (BB-QB) 1935-1940,BB-QB,1935-1940,1935,1940,https://www.pro-football-reference.com/players/S/SchnHe20.htm,S
854,Turk Schonert (QB) 1981-1989,QB,1981-1989,1981,1989,https://www.pro-football-reference.com/players/S/SchoTu00.htm,S
855,Jay Schroeder (QB) 1985-1994,QB,1985-1994,1985,1994,https://www.pro-football-reference.com/players/S/SchrJa00.htm,S
856,Bob Schweickert (QB) 1965-1967,QB,1965-1967,1965,1967,https://www.pro-football-reference.com/players/S/SchwBo00.htm,S
857,Bud Schwenk (QB-TB-HB) 1942-1948,QB-TB-HB,1942-1948,1942,1948,https://www.pro-football-reference.com/players/S/SchwBu20.htm,S
858,John Sciarra (DB-QB) 1978-1983,DB-QB,1978-1983,1978,1983,https://www.pro-football-reference.com/players/S/SciaJo20.htm,S
859,Nick Scollard (E-QB) 1946-1949,E-QB,1946-1949,1946,1949,https://www.pro-football-reference.com/players/S/ScolNi20.htm,S
860,Bobby Scott (QB) 1973-1981,QB,1973-1981,1973,1981,https://www.pro-football-reference.com/players/S/ScotBo00.htm,S
861,Bob Scrabis (QB) 1960-1962,QB,1960-1962,1960,1962,https://www.pro-football-reference.com/players/S/ScraBo00.htm,S
862,Charlie Seabright (BB-QB) 1941-1950,BB-QB,1941-1950,1941,1950,https://www.pro-football-reference.com/players/S/SeabCh20.htm,S
863,Nick Sebek (QB) 1950-1950,QB,1950-1950,1950,1950,https://www.pro-football-reference.com/players/S/SebeNi20.htm,S
864,Scott Secules (QB) 1989-1993,QB,1989-1993,1989,1993,https://www.pro-football-reference.com/players/S/SecuSc00.htm,S
865,Frank Seurer (QB) 1986-1987,QB,1986-1987,1986,1987,https://www.pro-football-reference.com/players/S/SeurFr00.htm,S
866,Connor Shaw (QB) 2014-2014,QB,2014-2014,2014,2014,https://www.pro-football-reference.com/players/S/ShawCo00.htm,S
867,Dennis Shaw (QB) 1970-1975,QB,1970-1975,1970,1975,https://www.pro-football-reference.com/players/S/ShawDe00.htm,S
868,George Shaw (QB) 1955-1962,QB,1955-1962,1955,1962,https://www.pro-football-reference.com/players/S/ShawGe00.htm,S
869,Allie Sherman (QB) 1943-1947,QB,1943-1947,1943,1947,https://www.pro-football-reference.com/players/S/SherAl20.htm,S
870,Solly Sherman (QB) 1939-1940,QB,1939-1940,1939,1940,https://www.pro-football-reference.com/players/S/SherSo20.htm,S
871,Tom Sherman (QB) 1968-1969,QB,1968-1969,1968,1969,https://www.pro-football-reference.com/players/S/SherTo00.htm,S
872,Joe Shield (QB) 1986-1986,QB,1986-1986,1986,1986,https://www.pro-football-reference.com/players/S/ShieJo20.htm,S
873,Dick Shiner (QB) 1964-1974,QB,1964-1974,1964,1974,https://www.pro-football-reference.com/players/S/ShinDi00.htm,S
874,Heath Shuler (QB) 1994-1997,QB,1994-1997,1994,1997,https://www.pro-football-reference.com/players/S/ShulHe00.htm,S
875,Trevor Siemian (QB) 2015-2022,QB,2015-2022,2015,2022,https://www.pro-football-reference.com/players/S/SiemTr00.htm,S
876,Butch Simas (BB-QB) 1932-1933,BB-QB,1932-1933,1932,1933,https://www.pro-football-reference.com/players/S/SimaBu20.htm,S
877,Chris Simms (QB) 2004-2009,QB,2004-2009,2004,2009,https://www.pro-football-reference.com/players/S/SimmCh00.htm,S
878,Matt Simms (QB) 2013-2014,QB,2013-2014,2013,2014,https://www.pro-football-reference.com/players/S/SimmMa00.htm,S
879,Phil Simms (QB) 1979-1993,QB,1979-1993,1979,1993,https://www.pro-football-reference.com/players/S/SimmPh00.htm,S
880,Eber Simpson (BB-QB) 1923-1923,BB-QB,1923-1923,1923,1923,https://www.pro-football-reference.com/players/S/SimpEb20.htm,S
881,Brian Sipe (QB) 1974-1983,QB,1974-1983,1974,1983,https://www.pro-football-reference.com/players/S/SipeBr00.htm,S
882,John Skelton (QB) 2010-2012,QB,2010-2012,2010,2012,https://www.pro-football-reference.com/players/S/SkelJo00.htm,S
883,Mickey Slaughter (QB) 1963-1966,QB,1963-1966,1963,1966,https://www.pro-football-reference.com/players/S/SlauMi00.htm,S
884,Steve Sloan (QB) 1966-1967,QB,1966-1967,1966,1967,https://www.pro-football-reference.com/players/S/SloaSt00.htm,S
885,Akili Smith (QB) 1999-2002,QB,1999-2002,1999,2002,https://www.pro-football-reference.com/players/S/SmitAk00.htm,S
886,Alex Smith (QB) 2005-2020,QB,2005-2020,2005,2020,https://www.pro-football-reference.com/players/S/SmitAl03.htm,S
887,Geno Smith (QB) 2013-2023,QB,2013-2023,2013,2023,https://www.pro-football-reference.com/players/S/SmitGe00.htm,S
888,Milt Smith (DB-QB) 1945-1945,DB-QB,1945-1945,1945,1945,https://www.pro-football-reference.com/players/S/SmitMi24.htm,S
889,Ron Smith (QB) 1965-1966,QB,1965-1966,1965,1966,https://www.pro-football-reference.com/players/S/SmitRo03.htm,S
890,Rusty Smith (QB) 2010-2012,QB,2010-2012,2010,2012,https://www.pro-football-reference.com/players/S/SmitRu01.htm,S
891,Troy Smith (QB) 2007-2010,QB,2007-2010,2007,2010,https://www.pro-football-reference.com/players/S/SmitTr02.htm,S
892,Norm Snead (QB) 1961-1976,QB,1961-1976,1961,1976,https://www.pro-football-reference.com/players/S/SneaNo00.htm,S
893,Bob Snyder (TB-QB) 1937-1943,TB-QB,1937-1943,1937,1943,https://www.pro-football-reference.com/players/S/SnydBo20.htm,S
894,Loren Snyder (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/S/SnydLo20.htm,S
895,Freddie Solomon (WR-QB-RB) 1975-1985,WR-QB-RB,1975-1985,1975,1985,https://www.pro-football-reference.com/players/S/SoloFr01.htm,S
896,Butch Songin (QB) 1960-1962,QB,1960-1962,1960,1962,https://www.pro-football-reference.com/players/S/SongBu00.htm,S
897,Jim Sorgi (QB) 2004-2009,QB,2004-2009,2004,2009,https://www.pro-football-reference.com/players/S/SorgJi00.htm,S
898,Ronnie Lee South (QB-P) 1968-1968,QB-P,1968-1968,1968,1968,https://www.pro-football-reference.com/players/S/SoutRo00.htm,S
899,Dennis Sproul (QB) 1978-1978,QB,1978-1978,1978,1978,https://www.pro-football-reference.com/players/S/SproDe20.htm,S
900,Steve Spurrier (QB-P) 1967-1976,QB-P,1967-1976,1967,1976,https://www.pro-football-reference.com/players/S/SpurSt00.htm,S
901,Brian St. Pierre (QB) 2004-2010,QB,2004-2010,2004,2010,https://www.pro-football-reference.com/players/S/St.PBr20.htm,S
902,Ken Stabler+ (QB) 1970-1984,QB,1970-1984,1970,1984,https://www.pro-football-reference.com/players/S/StabKe00.htm,S
903,Matthew Stafford (QB) 2009-2023,QB,2009-2023,2009,2023,https://www.pro-football-reference.com/players/S/StafMa00.htm,S
904,Scott Stankavage (QB) 1984-1987,QB,1984-1987,1984,1987,https://www.pro-football-reference.com/players/S/StanSc00.htm,S
905,Drew Stanton (QB) 2008-2017,QB,2008-2017,2008,2017,https://www.pro-football-reference.com/players/S/StanDr00.htm,S
906,Bart Starr+ (QB) 1956-1971,QB,1956-1971,1956,1971,https://www.pro-football-reference.com/players/S/StarBa00.htm,S
907,Roger Staubach+ (QB) 1969-1979,QB,1969-1979,1969,1979,https://www.pro-football-reference.com/players/S/StauRo00.htm,S
908,Steve Stenstrom (QB) 1996-1999,QB,1996-1999,1996,1999,https://www.pro-football-reference.com/players/S/StenSt00.htm,S
909,Harold Stephens (QB) 1962-1962,QB,1962-1962,1962,1962,https://www.pro-football-reference.com/players/S/StepHa00.htm,S
910,Kay Stephenson (QB) 1967-1968,QB,1967-1968,1967,1968,https://www.pro-football-reference.com/players/S/StepKa00.htm,S
911,Dutch Sternaman (HB-QB-FB) 1920-1927,HB-QB-FB,1920-1927,1920,1927,https://www.pro-football-reference.com/players/S/SterDu20.htm,S
912,Joey Sternaman (QB-BB) 1922-1930,QB-BB,1922-1930,1922,1930,https://www.pro-football-reference.com/players/S/SterJo21.htm,S
913,Billy Stevens (QB) 1968-1969,QB,1968-1969,1968,1969,https://www.pro-football-reference.com/players/S/StevBi00.htm,S
914,Mark Stevens (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/S/StevMa20.htm,S
915,Matt Stevens (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/S/StevMa21.htm,S
916,Tommy Stevens (QB) 2020-2020,QB,2020-2020,2020,2020,https://www.pro-football-reference.com/players/S/StevTo01.htm,S
917,Kordell Stewart (QB) 1995-2005,QB,1995-2005,1995,2005,https://www.pro-football-reference.com/players/S/StewKo00.htm,S
918,Easton Stick (QB) 2020-2020,QB,2020-2020,2020,2020,https://www.pro-football-reference.com/players/S/SticEa00.htm,S
919,Jarrett Stidham (QB) 2019-2022,QB,2019-2022,2019,2022,https://www.pro-football-reference.com/players/S/StidJa00.htm,S
920,Clint Stoerner (QB) 2000-2001,QB,2000-2001,2000,2001,https://www.pro-football-reference.com/players/S/StoeCl00.htm,S
921,John Stofa (QB) 1966-1970,QB,1966-1970,1966,1970,https://www.pro-football-reference.com/players/S/StofJo00.htm,S
922,Ken Stofer (QB-DB) 1946-1946,QB-DB,1946-1946,1946,1946,https://www.pro-football-reference.com/players/S/StofKe20.htm,S
923,Anton Stolfa (QB-DB) 1939-1939,QB-DB,1939-1939,1939,1939,https://www.pro-football-reference.com/players/S/StolAn20.htm,S
924,Cliff Stoudt (QB) 1980-1989,QB,1980-1989,1980,1989,https://www.pro-football-reference.com/players/S/StouCl00.htm,S
925,Kelly Stouffer (QB) 1988-1992,QB,1988-1992,1988,1992,https://www.pro-football-reference.com/players/S/StouKe00.htm,S
926,Chris Streveler (QB) 2020-2022,QB,2020-2022,2020,2022,https://www.pro-football-reference.com/players/S/StreCh00.htm,S
927,Don Strock (QB) 1974-1988,QB,1974-1988,1974,1988,https://www.pro-football-reference.com/players/S/StroDo00.htm,S
928,Rick Strom (QB) 1989-1991,QB,1989-1991,1989,1991,https://www.pro-football-reference.com/players/S/StroRi00.htm,S
929,C.J. Stroud (QB) 2023-2023,QB,2023-2023,2023,2023,https://www.pro-football-reference.com/players/S/StroCJ00.htm,S
930,Nate Sudfeld (QB) 2017-2022,QB,2017-2022,2017,2022,https://www.pro-football-reference.com/players/S/SudfNa00.htm,S
931,Pat Sullivan (QB) 1972-1975,QB,1972-1975,1972,1975,https://www.pro-football-reference.com/players/S/SullPa00.htm,S
932,Carl Summerell (QB) 1974-1975,QB,1974-1975,1974,1975,https://www.pro-football-reference.com/players/S/SummCa00.htm,S
933,Kevin Sweeney (QB) 1987-1988,QB,1987-1988,1987,1988,https://www.pro-football-reference.com/players/S/SweeKe00.htm,S
934,Karl Sweetan (QB) 1966-1970,QB,1966-1970,1966,1970,https://www.pro-football-reference.com/players/S/SweeKa00.htm,S
935,Jerry Tagge (QB) 1972-1974,QB,1972-1974,1972,1974,https://www.pro-football-reference.com/players/T/TaggJe00.htm,T
936,Tua Tagovailoa (QB) 2020-2023,QB,2020-2023,2020,2023,https://www.pro-football-reference.com/players/T/TagoTu00.htm,T
937,George Taliaferro (HB-TB-QB-DB) 1949-1955,HB-TB-QB-DB,1949-1955,1949,1955,https://www.pro-football-reference.com/players/T/TaliGe00.htm,T
938,Mike Taliaferro (QB) 1964-1972,QB,1964-1972,1964,1972,https://www.pro-football-reference.com/players/T/TaliMi00.htm,T
939,Ryan Tannehill (QB) 2012-2023,QB,2012-2023,2012,2023,https://www.pro-football-reference.com/players/T/TannRy00.htm,T
940,Alex Tanney (QB) 2015-2019,QB,2015-2019,2015,2019,https://www.pro-football-reference.com/players/T/TannAl00.htm,T
941,Fran Tarkenton+ (QB) 1961-1978,QB,1961-1978,1961,1978,https://www.pro-football-reference.com/players/T/TarkFr00.htm,T
942,Jimmy Tarrant (QB) 1946-1946,QB,1946-1946,1946,1946,https://www.pro-football-reference.com/players/T/TarrJi21.htm,T
943,Jim Bob Taylor (QB) 1983-1983,QB,1983-1983,1983,1983,https://www.pro-football-reference.com/players/T/TaylJi20.htm,T
944,Troy Taylor (QB) 1990-1991,QB,1990-1991,1990,1991,https://www.pro-football-reference.com/players/T/TaylTr00.htm,T
945,Tyrod Taylor (QB) 2011-2023,QB,2011-2023,2011,2023,https://www.pro-football-reference.com/players/T/TaylTy00.htm,T
946,Tim Tebow (QB) 2010-2012,QB,2010-2012,2010,2012,https://www.pro-football-reference.com/players/T/TeboTi00.htm,T
947,Steve Tensi (QB) 1965-1970,QB,1965-1970,1965,1970,https://www.pro-football-reference.com/players/T/TensSt00.htm,T
948,George Terlep (QB-DB) 1946-1948,QB-DB,1946-1948,1946,1948,https://www.pro-football-reference.com/players/T/TerlGe20.htm,T
949,Vinny Testaverde (QB) 1987-2007,QB,1987-2007,1987,2007,https://www.pro-football-reference.com/players/T/TestVi00.htm,T
950,Joe Theismann (QB) 1974-1985,QB,1974-1985,1974,1985,https://www.pro-football-reference.com/players/T/TheiJo00.htm,T
951,Harry Theofiledes (QB) 1968-1968,QB,1968-1968,1968,1968,https://www.pro-football-reference.com/players/T/TheoHa00.htm,T
952,Tyler Thigpen (QB) 2007-2012,QB,2007-2012,2007,2012,https://www.pro-football-reference.com/players/T/ThigTy00.htm,T
953,Logan Thomas (QB/TE) 2014-2023,QB/TE,2014-2023,2014,2023,https://www.pro-football-reference.com/players/T/ThomLo00.htm,T
954,Bobby Thomason (QB) 1949-1957,QB,1949-1957,1949,1957,https://www.pro-football-reference.com/players/T/ThomBo02.htm,T
955,Jack Thompson (QB) 1979-1984,QB,1979-1984,1979,1984,https://www.pro-football-reference.com/players/T/ThomJa00.htm,T
956,Kevin Thompson (QB) 2000-2000,QB,2000-2000,2000,2000,https://www.pro-football-reference.com/players/T/ThomKe00.htm,T
957,Skylar Thompson (QB) 2022-2022,QB,2022-2022,2022,2022,https://www.pro-football-reference.com/players/T/ThomSk00.htm,T
958,Tommy Thompson (QB) 1940-1950,QB,1940-1950,1940,1950,https://www.pro-football-reference.com/players/T/ThomTo21.htm,T
959,Dorian Thompson-Robinson (QB) 2023-2023,QB,2023-2023,2023,2023,https://www.pro-football-reference.com/players/T/ThomDo02.htm,T
960,Bruce Threadgill (DB-QB) 1978-1978,DB-QB,1978-1978,1978,1978,https://www.pro-football-reference.com/players/T/ThreBr20.htm,T
961,Willie Thrower (QB) 1953-1953,QB,1953-1953,1953,1953,https://www.pro-football-reference.com/players/T/ThroWi20.htm,T
962,Travis Tidwell (QB) 1950-1951,QB,1950-1951,1950,1951,https://www.pro-football-reference.com/players/T/TidwTr20.htm,T
963,Scott Tinsley (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/T/TinsSc20.htm,T
964,Y.A. Tittle+ (QB) 1948-1964,QB,1948-1964,1948,1964,https://www.pro-football-reference.com/players/T/TittY.00.htm,T
965,Richard Todd (QB) 1976-1985,QB,1976-1985,1976,1985,https://www.pro-football-reference.com/players/T/ToddRi00.htm,T
966,Billy Joe Tolliver (QB) 1989-1999,QB,1989-1999,1989,1999,https://www.pro-football-reference.com/players/T/TollBi00.htm,T
967,Scott Tolzien (QB) 2013-2017,QB,2013-2017,2013,2017,https://www.pro-football-reference.com/players/T/TolzSc00.htm,T
968,Mike Tomczak (QB) 1985-1999,QB,1985-1999,1985,1999,https://www.pro-football-reference.com/players/T/TomcMi00.htm,T
969,Gino Torretta (QB) 1993-1996,QB,1993-1996,1993,1996,https://www.pro-football-reference.com/players/T/ToreGi00.htm,T
970,Willie Totten (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/T/TottWi20.htm,T
971,Kyle Trask (QB) 2022-2022,QB,2022-2022,2022,2022,https://www.pro-football-reference.com/players/T/TrasKy00.htm,T
972,Charley Trippi+ (HB-QB-DB) 1947-1955,HB-QB-DB,1947-1955,1947,1955,https://www.pro-football-reference.com/players/T/TripCh00.htm,T
973,Frank Tripucka (QB) 1949-1963,QB,1949-1963,1949,1963,https://www.pro-football-reference.com/players/T/TripFr00.htm,T
974,Rick Trocano (QB-DB) 1981-1982,QB-DB,1981-1982,1981,1982,https://www.pro-football-reference.com/players/T/TrocRi20.htm,T
975,Bob Trocolor (QB-HB) 1942-1944,QB-HB,1942-1944,1942,1944,https://www.pro-football-reference.com/players/T/TrocBo20.htm,T
976,Bill Troup (QB) 1974-1980,QB,1974-1980,1974,1980,https://www.pro-football-reference.com/players/T/TrouBi00.htm,T
977,Mitchell Trubisky (QB) 2017-2022,QB,2017-2022,2017,2022,https://www.pro-football-reference.com/players/T/TrubMi00.htm,T
978,Jack Trudeau (QB) 1986-1995,QB,1986-1995,1986,1995,https://www.pro-football-reference.com/players/T/TrudJa00.htm,T
979,Don Trull (QB) 1964-1969,QB,1964-1969,1964,1969,https://www.pro-football-reference.com/players/T/TrulDo00.htm,T
980,Jeff Tuel (QB) 2013-2013,QB,2013-2013,2013,2013,https://www.pro-football-reference.com/players/T/TuelJe00.htm,T
981,Marques Tuiasosopo (QB) 2001-2008,QB,2001-2008,2001,2008,https://www.pro-football-reference.com/players/T/TuiaMa00.htm,T
982,Tom Tupa (QB-P) 1988-2004,QB-P,1988-2004,1988,2004,https://www.pro-football-reference.com/players/T/TupaTo20.htm,T
983,Ricky Turner (QB) 1988-1988,QB,1988-1988,1988,1988,https://www.pro-football-reference.com/players/T/TurnRi21.htm,T
984,Johnny Unitas+ (QB) 1956-1973,QB,1956-1973,1956,1973,https://www.pro-football-reference.com/players/U/UnitJo00.htm,U
985,Sam Vacanti (QB) 1947-1949,QB,1947-1949,1947,1949,https://www.pro-football-reference.com/players/V/VacaSa20.htm,V
986,Norm Van Brocklin+ (QB) 1949-1960,QB,1949-1960,1949,1960,https://www.pro-football-reference.com/players/V/VanBNo00.htm,V
987,Tim Van Galder (QB) 1972-1972,QB,1972-1972,1972,1972,https://www.pro-football-reference.com/players/V/VanGTi00.htm,V
988,Alex Van Pelt (QB) 1995-2003,QB,1995-2003,1995,2003,https://www.pro-football-reference.com/players/V/VanPAl00.htm,V
989,Bradlee Van Pelt (QB) 2005-2005,QB,2005-2005,2005,2005,https://www.pro-football-reference.com/players/V/VanPBr00.htm,V
990,Jeff Van Raaphorst (QB) 1987-1987,QB,1987-1987,1987,1987,https://www.pro-football-reference.com/players/V/VanRJe20.htm,V
991,Ron Vander Kelen (QB) 1963-1967,QB,1963-1967,1963,1967,https://www.pro-football-reference.com/players/V/VandRo00.htm,V
992,Marcus Vick (WR-QB) 2006-2006,WR-QB,2006-2006,2006,2006,https://www.pro-football-reference.com/players/V/VickMa20.htm,V
993,Michael Vick (QB) 2001-2015,QB,2001-2015,2001,2015,https://www.pro-football-reference.com/players/V/VickMi00.htm,V
994,Mark Vlasic (QB) 1987-1991,QB,1987-1991,1987,1991,https://www.pro-football-reference.com/players/V/VlasMa00.htm,V
995,Billy Volek (QB) 2001-2011,QB,2001-2011,2001,2011,https://www.pro-football-reference.com/players/V/VoleBi00.htm,V
996,Billy Wade (QB) 1954-1966,QB,1954-1966,1954,1966,https://www.pro-football-reference.com/players/W/WadeBi00.htm,W
997,Tommy Wade (QB) 1964-1965,QB,1964-1965,1964,1965,https://www.pro-football-reference.com/players/W/WadeTo00.htm,W
998,Jay Walker (QB) 1996-1997,QB,1996-1997,1996,1997,https://www.pro-football-reference.com/players/W/WalkJa22.htm,W
999,P.J. Walker (QB) 2020-2022,QB,2020-2022,2020,2022,https://www.pro-football-reference.com/players/W/WalkPh00.htm,W
1000,Bev Wallace (QB) 1947-1951,QB,1947-1951,1947,1951,https://www.pro-football-reference.com/players/W/WallBe20.htm,W
1001,Seneca Wallace (QB) 2005-2013,QB,2005-2013,2005,2013,https://www.pro-football-reference.com/players/W/WallSe00.htm,W
